name,description,image,animation_url,external_url,background_color,youtube_url,BODY_PATTERN,HEAD_PATTERN,LEG_PATTERN,MANE,MANE_PATTERN,TAIL,TAIL_PATTERN,LEG_HAIR,LEG_HAIR_PATTERN,WING,HORN,COLOR_SET_NO,AGE,OVERALL,FRONT,STRETCH,WEIGHT,RUNTYPE
#00001335,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001335.png,,https://thirdweb.com,,,Starlight,None,None,Long,Normal,Brush,Gradation,Normal,None,None,Unicorn Horn,97,,,,,,
#00001336,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001336.png,,https://thirdweb.com,,,Smile,None,None,Long,Normal,Normal,Normal,Richness,None,None,Angel Ring,98,,,,,,
#00001337,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001337.png,,https://thirdweb.com,,,Painted,None,None,Long,Normal,Richness,Stripe,Richness,None,None,Devil Horns,99,,,,,,
#00001338,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001338.png,,https://thirdweb.com,,,Pirates,None,None,Long,Normal,Brush,Gradation,Richness,None,None,Deer Antlers,100,,,,,,
#00001339,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001339.png,,https://thirdweb.com,,,Fireworks,None,None,Long,Normal,Normal,Normal,Normal,None,None,Unicorn Horn,101,,,,,,
#00001340,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001340.png,,https://thirdweb.com,,,Vine,None,None,Long,Normal,Richness,Stripe,Richness,None,None,Angel Ring,102,,,,,,
#00001341,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001341.png,,https://thirdweb.com,,,Indian,None,None,Long,Normal,Brush,Gradation,Richness,None,None,Devil Horns,103,,,,,,
#00001342,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001342.png,,https://thirdweb.com,,,Keys,None,None,Long,Normal,Normal,Normal,Richness,None,None,Deer Antlers,104,,,,,,
#00001343,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001343.png,,https://thirdweb.com,,,Crayon,None,None,Long,Normal,Richness,Stripe,Normal,None,None,Unicorn Horn,105,,,,,,
#00001344,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001344.png,,https://thirdweb.com,,,Lightning,None,None,Long,Normal,Brush,Gradation,Richness,None,None,Devil Horns,106,,,,,,
#00001345,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001345.png,,https://thirdweb.com,,,Gear,None,None,Long,Normal,Normal,Normal,Richness,None,None,Unicorn Horn,107,,,,,,
#00001346,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001346.png,,https://thirdweb.com,,,Octopus,None,None,Long,Normal,Richness,Stripe,Richness,None,None,Deer Antlers,108,,,,,,
#00001347,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001347.png,,https://thirdweb.com,,,Sprayed,None,None,Long,Normal,Brush,Gradation,Normal,None,None,Unicorn Horn,109,,,,,,
#00001348,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001348.png,,https://thirdweb.com,,,Classic,None,None,Long,Normal,Normal,Normal,Richness,None,None,Angel Ring,110,,,,,,
#00001349,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001349.png,,https://thirdweb.com,,,Sprinkled Stars,None,None,Long,Normal,Richness,Stripe,Richness,None,None,Devil Horns,111,,,,,,
#00001350,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001350.png,,https://thirdweb.com,,,Zebra,None,None,Long,Normal,Brush,Gradation,Richness,None,None,Deer Antlers,112,,,,,,
#00001351,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001351.png,,https://thirdweb.com,,,Latte,None,None,Long,Normal,Normal,Normal,Normal,None,None,Unicorn Horn,113,,,,,,
#00001352,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001352.png,,https://thirdweb.com,,,Giraffe,None,None,Long,Normal,Richness,Stripe,Richness,None,None,Angel Ring,114,,,,,,
#00001353,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001353.png,,https://thirdweb.com,,,Panther,None,None,Long,Normal,Brush,Gradation,Richness,None,None,Devil Horns,115,,,,,,
#00001354,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001354.png,,https://thirdweb.com,,,Cheetah,None,None,Long,Normal,Normal,Normal,Richness,None,None,Deer Antlers,116,,,,,,
#00001355,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001355.png,,https://thirdweb.com,,,Kudzu,None,None,Long,Normal,Richness,Stripe,Normal,None,None,Unicorn Horn,117,,,,,,
#00001356,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001356.png,,https://thirdweb.com,,,Chaos,None,None,Long,Normal,Brush,Gradation,Richness,None,None,Devil Horns,118,,,,,,
#00001357,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001357.png,,https://thirdweb.com,,,Dust,None,None,Long,Normal,Normal,Normal,Richness,None,None,Unicorn Horn,119,,,,,,
#00001358,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001358.png,,https://thirdweb.com,,,Hexagon,None,None,Long,Normal,Richness,Stripe,Richness,None,None,Deer Antlers,120,,,,,,
#00001359,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001359.png,,https://thirdweb.com,,,Hawaiian,None,None,Long,Normal,Brush,Gradation,Normal,None,None,Unicorn Horn,121,,,,,,
#00001360,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001360.png,,https://thirdweb.com,,,Starlight,None,None,Long,Normal,Normal,Normal,Richness,None,None,Angel Ring,122,,,,,,
#00001361,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001361.png,,https://thirdweb.com,,,Smile,None,None,Long,Normal,Richness,Stripe,Richness,None,None,Devil Horns,123,,,,,,
#00001362,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001362.png,,https://thirdweb.com,,,Painted,None,None,Long,Normal,Brush,Gradation,Richness,None,None,Deer Antlers,124,,,,,,
#00001363,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001363.png,,https://thirdweb.com,,,Pirates,None,None,Long,Normal,Normal,Normal,Normal,None,None,Unicorn Horn,125,,,,,,
#00001364,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001364.png,,https://thirdweb.com,,,Fireworks,None,None,Long,Normal,Richness,Stripe,Richness,None,None,Angel Ring,126,,,,,,
#00001365,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001365.png,,https://thirdweb.com,,,Vine,None,None,Long,Normal,Brush,Gradation,Richness,None,None,Devil Horns,127,,,,,,
#00001366,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001366.png,,https://thirdweb.com,,,Indian,None,None,Long,Normal,Normal,Normal,Richness,None,None,Deer Antlers,128,,,,,,
#00001367,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001367.png,,https://thirdweb.com,,,Keys,None,None,Long,Normal,Richness,Stripe,Normal,None,None,Unicorn Horn,129,,,,,,
#00001368,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001368.png,,https://thirdweb.com,,,Crayon,None,None,Long,Normal,Brush,Gradation,Richness,None,None,Devil Horns,130,,,,,,
#00001369,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001369.png,,https://thirdweb.com,,,Lightning,None,None,Long,Normal,Normal,Normal,Richness,None,None,Unicorn Horn,131,,,,,,
#00001370,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001370.png,,https://thirdweb.com,,,Gear,None,None,Long,Normal,Richness,Stripe,Richness,None,None,Deer Antlers,132,,,,,,
#00001371,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001371.png,,https://thirdweb.com,,,Octopus,None,None,Long,Normal,Brush,Gradation,Normal,None,None,Unicorn Horn,133,,,,,,
#00001372,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001372.png,,https://thirdweb.com,,,Sprayed,None,None,Long,Normal,Normal,Normal,Richness,None,None,Angel Ring,134,,,,,,
#00001373,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001373.png,,https://thirdweb.com,,,Classic,None,None,Long,Normal,Richness,Stripe,Richness,None,None,Devil Horns,135,,,,,,
#00001374,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001374.png,,https://thirdweb.com,,,Sprinkled Stars,None,None,Long,Normal,Brush,Gradation,Richness,None,None,Deer Antlers,136,,,,,,
#00001375,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001375.png,,https://thirdweb.com,,,Zebra,None,None,Long,Normal,Normal,Normal,Normal,None,None,Unicorn Horn,137,,,,,,
#00001376,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001376.png,,https://thirdweb.com,,,Latte,None,None,Long,Normal,Richness,Stripe,Richness,None,None,Angel Ring,138,,,,,,
#00001377,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001377.png,,https://thirdweb.com,,,Giraffe,None,None,Long,Normal,Brush,Gradation,Richness,None,None,Devil Horns,139,,,,,,
#00001378,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001378.png,,https://thirdweb.com,,,Panther,None,None,Long,Normal,Normal,Normal,Richness,None,None,Deer Antlers,140,,,,,,
#00001379,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001379.png,,https://thirdweb.com,,,Cheetah,None,None,Long,Normal,Richness,Stripe,Normal,None,None,Unicorn Horn,141,,,,,,
#00001380,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001380.png,,https://thirdweb.com,,,Kudzu,None,None,Long,Normal,Brush,Gradation,Richness,None,None,Devil Horns,142,,,,,,
#00001381,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001381.png,,https://thirdweb.com,,,Chaos,None,None,Long,Normal,Normal,Normal,Richness,None,None,Unicorn Horn,143,,,,,,
#00001382,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001382.png,,https://thirdweb.com,,,Dust,None,None,Long,Normal,Richness,Stripe,Richness,None,None,Deer Antlers,144,,,,,,
#00001383,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001383.png,,https://thirdweb.com,,,Hexagon,None,None,Long,Normal,Brush,Gradation,Normal,None,None,Unicorn Horn,145,,,,,,
#00001384,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001384.png,,https://thirdweb.com,,,Hawaiian,None,None,Long,Normal,Normal,Normal,Richness,None,None,Angel Ring,146,,,,,,
#00001385,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001385.png,,https://thirdweb.com,,,Starlight,None,None,Long,Normal,Richness,Stripe,Richness,None,None,Devil Horns,147,,,,,,
#00001386,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001386.png,,https://thirdweb.com,,,Smile,None,None,Long,Normal,Brush,Gradation,Richness,None,None,Deer Antlers,148,,,,,,
#00001387,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001387.png,,https://thirdweb.com,,,Painted,None,None,Long,Normal,Normal,Normal,Normal,None,None,Unicorn Horn,149,,,,,,
#00001388,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001388.png,,https://thirdweb.com,,,Pirates,None,None,Long,Normal,Richness,Stripe,Richness,None,None,Angel Ring,150,,,,,,
#00001389,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001389.png,,https://thirdweb.com,,,Fireworks,None,None,Long,Normal,Brush,Gradation,Richness,None,None,Devil Horns,151,,,,,,
#00001390,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001390.png,,https://thirdweb.com,,,Vine,None,None,Long,Normal,Normal,Normal,Richness,None,None,Deer Antlers,152,,,,,,
#00001391,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001391.png,,https://thirdweb.com,,,Indian,None,None,Long,Normal,Richness,Stripe,Normal,None,None,Unicorn Horn,153,,,,,,
#00001392,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001392.png,,https://thirdweb.com,,,Keys,None,None,Long,Normal,Brush,Gradation,Richness,None,None,Devil Horns,154,,,,,,
#00001393,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001393.png,,https://thirdweb.com,,,Crayon,None,None,Long,Normal,Normal,Normal,Richness,None,None,Unicorn Horn,155,,,,,,
#00001394,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001394.png,,https://thirdweb.com,,,Lightning,None,None,Long,Normal,Richness,Stripe,Richness,None,None,Deer Antlers,156,,,,,,
#00001395,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001395.png,,https://thirdweb.com,,,Gear,None,None,Long,Normal,Brush,Gradation,Normal,None,None,Unicorn Horn,157,,,,,,
#00001396,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001396.png,,https://thirdweb.com,,,Octopus,None,None,Long,Normal,Normal,Normal,Richness,None,None,Angel Ring,158,,,,,,
#00001397,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001397.png,,https://thirdweb.com,,,Sprayed,None,None,Long,Normal,Richness,Stripe,Richness,None,None,Devil Horns,159,,,,,,
#00001398,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001398.png,,https://thirdweb.com,,,Classic,None,None,Long,Normal,Brush,Gradation,Richness,None,None,Deer Antlers,160,,,,,,
#00001399,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001399.png,,https://thirdweb.com,,,Sprinkled Stars,None,None,Long,Normal,Normal,Normal,Normal,None,None,Unicorn Horn,161,,,,,,
#00001400,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001400.png,,https://thirdweb.com,,,Zebra,None,None,Long,Normal,Richness,Stripe,Richness,None,None,Angel Ring,162,,,,,,
#00001401,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001401.png,,https://thirdweb.com,,,Latte,None,None,Long,Normal,Brush,Gradation,Richness,None,None,Devil Horns,163,,,,,,
#00001402,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001402.png,,https://thirdweb.com,,,Giraffe,None,None,Long,Normal,Normal,Normal,Richness,None,None,Deer Antlers,164,,,,,,
#00001403,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001403.png,,https://thirdweb.com,,,Panther,None,None,Long,Normal,Richness,Stripe,Normal,None,None,Unicorn Horn,165,,,,,,
#00001404,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001404.png,,https://thirdweb.com,,,Cheetah,None,None,Long,Normal,Brush,Gradation,Richness,None,None,Devil Horns,166,,,,,,
#00001405,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001405.png,,https://thirdweb.com,,,Kudzu,None,None,Long,Normal,Normal,Normal,Richness,None,None,Unicorn Horn,167,,,,,,
#00001406,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001406.png,,https://thirdweb.com,,,Chaos,None,None,Long,Normal,Richness,Stripe,Richness,None,None,Deer Antlers,168,,,,,,
#00001407,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001407.png,,https://thirdweb.com,,,Dust,None,None,Long,Normal,Brush,Gradation,Normal,None,None,Unicorn Horn,169,,,,,,
#00001408,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001408.png,,https://thirdweb.com,,,Hexagon,None,None,Long,Normal,Normal,Normal,Richness,None,None,Angel Ring,170,,,,,,
#00001409,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001409.png,,https://thirdweb.com,,,Hawaiian,None,None,Long,Normal,Richness,Stripe,Richness,None,None,Devil Horns,171,,,,,,
#00001410,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001410.png,,https://thirdweb.com,,,Starlight,None,None,Long,Normal,Brush,Gradation,Richness,None,None,Deer Antlers,172,,,,,,
#00001411,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001411.png,,https://thirdweb.com,,,Smile,None,None,Long,Normal,Normal,Normal,Normal,None,None,Unicorn Horn,173,,,,,,
#00001412,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001412.png,,https://thirdweb.com,,,Painted,None,None,Long,Normal,Richness,Stripe,Richness,None,None,Angel Ring,174,,,,,,
#00001413,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001413.png,,https://thirdweb.com,,,Pirates,None,None,Long,Normal,Brush,Gradation,Richness,None,None,Devil Horns,175,,,,,,
#00001414,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001414.png,,https://thirdweb.com,,,Fireworks,None,None,Long,Normal,Normal,Normal,Richness,None,None,Deer Antlers,176,,,,,,
#00001415,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001415.png,,https://thirdweb.com,,,Vine,None,None,Long,Normal,Richness,Stripe,Normal,None,None,Unicorn Horn,177,,,,,,
#00001416,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001416.png,,https://thirdweb.com,,,Indian,None,None,Long,Normal,Brush,Gradation,Richness,None,None,Devil Horns,178,,,,,,
#00001417,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001417.png,,https://thirdweb.com,,,Keys,None,None,Long,Normal,Normal,Normal,Richness,None,None,Unicorn Horn,179,,,,,,
#00001418,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001418.png,,https://thirdweb.com,,,Crayon,None,None,Long,Normal,Richness,Stripe,Richness,None,None,Deer Antlers,180,,,,,,
#00001419,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001419.png,,https://thirdweb.com,,,Lightning,None,None,Long,Normal,Brush,Gradation,Normal,None,None,Unicorn Horn,181,,,,,,
#00001420,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001420.png,,https://thirdweb.com,,,Gear,None,None,Long,Normal,Normal,Normal,Richness,None,None,Angel Ring,182,,,,,,
#00001421,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001421.png,,https://thirdweb.com,,,Octopus,None,None,Long,Normal,Richness,Stripe,Richness,None,None,Devil Horns,183,,,,,,
#00001422,"Granderby NFT Horses
Enjoy amazing horse racing game.
STADIUM - Jockey Club",https://dshujxhbbpmz18304035.gcdn.ntruss.com/nft/HV/hrs/Hrs_00001422.png,,https://thirdweb.com,,,Sprayed,None,None,Long,Normal,Brush,Gradation,Richness,None,None,Deer Antlers,184,,,,,,
